,date,source,medium,campaign,cost,impressions,clicks,users,conversions,revenue,conversion_rate,bounce_rate,time_on_site,device_type,browser,satisfaction_score,feedback_score,anomaly_scores,anomaly
368,2023-08-27,newsletter,organic,summer_sale,20.24,87,46,28,24,841.8,52.17,39.13,66,Mobile,Chrome,1,4,0.06183388419969871,1
369,2021-04-25,google,display,brand_awareness,3008.28,9333,5676,550,225,580.7,3.96,90.31,190,Desktop,Chrome,5,5,0.06939867571125191,1
370,2022-10-11,newsletter,organic,new_product_launch,1717.1,3400,2453,1518,1514,822.27,61.72,38.12,461,Desktop,Firefox,4,5,0.04563503315513062,1
371,2022-08-16,google,social,summer_sale,2923.2,8333,4060,1198,942,761.47,23.2,70.49,249,Desktop,Chrome,5,4,0.0881844978641535,1
372,2021-09-06,instagram,display,lead_generation,716.3,4840,1235,559,386,691.65,31.26,54.74,148,Desktop,Chrome,1,4,0.14231647451741086,1
373,2022-04-26,instagram,display,summer_sale,957.6,1809,1520,290,100,409.74,6.58,80.92,306,Desktop,Firefox,5,3,0.10448435279132373,1
374,2022-04-01,newsletter,social,brand_awareness,451.75,706,695,530,105,488.7,15.11,23.74,437,Desktop,Firefox,3,3,0.10713119210155475,1
375,2022-01-31,youtube,referral,brand_awareness,1931.52,4739,3018,1495,980,393.58,32.47,50.46,439,Desktop,Chrome,5,4,0.1132100417687748,1
376,2021-07-24,twitter,social,summer_sale,519.2,684,649,438,81,933.62,12.48,32.51,70,Desktop,Chrome,1,5,0.1088506557349751,1
377,2022-06-09,newsletter,video,new_product_launch,3.44,163,8,7,3,72.48,37.5,12.5,405,Desktop,Safari,5,4,0.09413578672203138,1
378,2023-05-23,twitter,display,lead_generation,1212.12,5627,2331,657,10,567.68,0.43,71.81,437,Desktop,Chrome,4,5,0.12594398907484267,1
379,2022-11-11,twitter,organic,new_product_launch,-152.76,5332,3819,907,99,332.45,2.59,76.25,251,Desktop,Firefox,2,4,0.1434497058696399,1
380,2024-01-10,newsletter,referral,brand_awareness,197.34,4137,299,86,2,238.83,0.67,71.24,422,Mobile,Firefox,2,4,0.13578496758218694,1
381,2022-10-11,newsletter,display,summer_sale,8.55,260,9,5,2,707.36,22.22,44.44,476,Desktop,Safari,3,5,0.09464851150010711,1
382,2023-07-15,direct,organic,customer_retention,-620.18,9150,2819,2467,1314,358.27,46.61,12.49,37,Desktop,Chrome,4,4,0.05571482710921882,1
383,2022-02-13,newsletter,organic,customer_retention,722.84,4926,2126,676,14,41.63,0.66,68.2,289,Desktop,Safari,5,5,0.1390285972888517,1
384,2022-04-12,youtube,social,summer_sale,1567.04,9563,2656,358,325,949.61,12.24,86.52,287,Desktop,Safari,2,5,0.08983622582410078,1
385,2023-10-07,facebook,display,new_product_launch,0.0,5589,2586,2482,1280,200.98,49.5,4.02,433,Mobile,Firefox,3,5,0.1026230553360693,1
386,2023-06-29,google,social,customer_retention,8116.8,9616,6764,1341,478,696.88,7.07,80.17,409,Mobile,Firefox,5,3,0.0023012183673849496,1
387,2023-10-09,twitter,video,new_product_launch,-28.3,818,566,231,12,785.9,2.12,59.19,437,Desktop,Chrome,1,4,0.11056819798968287,1
388,2022-09-23,google,organic,summer_sale,1926.99,2597,1647,1541,437,19.7,26.53,6.44,457,Desktop,Firefox,3,3,0.07100407602765646,1
389,2022-12-24,youtube,organic,lead_generation,326.74,2043,1054,693,663,581.12,62.9,34.25,403,Mobile,Chrome,1,5,0.07584083059302005,1
390,2022-12-23,youtube,display,summer_sale,-642.6,3228,3060,2027,1024,322.75,33.46,33.76,276,Mobile,Firefox,3,5,0.09205311844476088,1
391,2022-04-17,instagram,social,lead_generation,5883.81,8533,6763,4789,4241,11.85,62.71,29.19,324,Mobile,Firefox,2,4,-0.004810655727242263,-1
392,2021-09-14,youtube,social,customer_retention,915.46,4077,3521,30,23,870.38,0.65,99.15,91,Mobile,Safari,3,5,0.1265235474420217,1
393,2022-06-08,youtube,social,customer_retention,-220.08,1941,1048,1011,739,545.47,70.52,3.53,123,Mobile,Safari,2,3,0.04505269038462134,1
394,2023-05-10,twitter,social,brand_awareness,799.31,2452,1193,1131,520,244.14,43.59,5.2,137,Desktop,Safari,1,3,0.10644115539557142,1
395,2023-01-06,instagram,referral,brand_awareness,3.12,9267,8,5,5,17.83,62.5,37.5,364,Mobile,Firefox,2,3,0.031122869197624747,1
396,2021-03-31,direct,social,summer_sale,3372.5,9252,6745,4171,508,278.17,7.53,38.16,49,Desktop,Firefox,5,3,0.07212415106722092,1
397,2022-09-12,youtube,display,summer_sale,-69.6,675,348,219,49,756.71,14.08,37.07,117,Mobile,Firefox,4,5,0.11237362478579077,1
398,2021-11-20,youtube,social,customer_retention,318.45,1939,965,34,0,941.38,0.0,96.48,334,Mobile,Safari,2,5,0.11266413849800905,1
399,2021-12-18,youtube,social,brand_awareness,37.44,9493,208,200,46,622.12,22.12,3.85,356,Mobile,Safari,5,4,0.07985792390441437,1
400,2023-12-31,youtube,social,lead_generation,3802.56,8982,7456,3752,530,984.28,7.11,49.68,191,Desktop,Chrome,1,5,0.06153304128937476,1
401,2023-04-27,twitter,social,new_product_launch,182.28,2672,294,139,128,32.64,43.54,52.72,248,Mobile,Safari,3,3,0.11926418273071115,1
402,2021-04-01,facebook,video,lead_generation,-76.5,6787,3825,2903,172,805.86,4.5,24.1,339,Desktop,Safari,5,5,0.1336741472783094,1
403,2021-06-19,linkedin,video,brand_awareness,3806.4,4455,1560,345,105,633.1,6.73,77.88,284,Mobile,Chrome,2,5,0.07828144161287098,1
404,2023-10-06,direct,social,customer_retention,1345.68,4140,3204,1653,112,602.97,3.5,48.41,434,Mobile,Chrome,5,3,0.11148929390885182,1
405,2021-04-27,facebook,video,lead_generation,947.0,8264,4735,2901,1522,111.56,32.14,38.73,386,Mobile,Safari,1,3,0.10775614772449843,1
406,2021-09-14,youtube,social,lead_generation,846.0,9537,3525,617,320,528.61,9.08,82.5,429,Mobile,Chrome,3,3,0.08930829061069562,1
407,2022-09-15,direct,social,brand_awareness,-236.6,4326,845,734,431,164.58,51.01,13.14,409,Desktop,Firefox,3,5,0.09307818684208874,1
408,2023-03-22,facebook,organic,customer_retention,-952.35,5117,4535,3623,2998,460.64,66.11,20.11,44,Mobile,Chrome,1,4,0.04265446245403326,1
409,2022-10-21,direct,social,new_product_launch,-347.5,4657,3475,1146,114,582.67,3.28,67.02,404,Mobile,Safari,2,5,0.15061012501583093,1
410,2024-01-19,instagram,social,new_product_launch,1932.0,4476,4200,3965,3027,67.11,72.07,5.6,333,Desktop,Firefox,5,3,0.03501113576827397,1
411,2022-12-27,newsletter,social,brand_awareness,388.74,1948,627,130,101,804.37,16.11,79.27,421,Desktop,Chrome,2,5,0.1338960639221815,1
412,2022-11-09,linkedin,social,brand_awareness,3501.75,2920,2001,1495,377,405.4,18.84,25.29,34,Mobile,Firefox,2,5,0.07490643540175401,1
413,2022-10-03,youtube,referral,summer_sale,-4.26,1595,142,64,59,95.09,41.55,54.93,440,Desktop,Safari,4,3,0.11497561773246812,1
414,2022-02-26,direct,social,brand_awareness,599.43,4546,2067,1636,1283,878.95,62.07,20.85,140,Mobile,Safari,2,5,0.08230826807408398,1
415,2021-08-18,youtube,social,brand_awareness,-431.13,8021,2053,1753,134,200.35,6.53,14.61,243,Mobile,Safari,2,4,0.11525303855684138,1
416,2022-08-23,instagram,social,customer_retention,205.2,1664,513,193,6,407.93,1.17,62.38,410,Mobile,Safari,5,5,0.11555877200695158,1
417,2021-10-20,twitter,display,summer_sale,1071.52,7450,2896,1641,483,353.59,16.68,43.34,161,Mobile,Firefox,2,3,0.1289453370448037,1
418,2022-10-17,facebook,social,new_product_launch,942.12,7130,5234,874,811,666.09,15.49,83.3,428,Mobile,Firefox,5,4,0.14006881629874968,1
419,2021-07-12,facebook,video,lead_generation,771.8,8053,2270,322,294,407.44,12.95,85.81,220,Mobile,Chrome,5,3,0.12646038983032237,1
420,2023-09-24,direct,social,customer_retention,382.36,871,869,386,20,114.87,2.3,55.58,132,Desktop,Safari,5,4,0.11572919440925439,1
421,2022-05-13,direct,video,summer_sale,55.13,2247,149,101,60,939.89,40.27,32.21,228,Mobile,Chrome,1,5,0.11073574377472722,1
422,2024-01-26,facebook,referral,brand_awareness,3234.54,8329,5217,2629,2296,249.12,44.01,49.61,302,Desktop,Firefox,1,3,0.06038633849242747,1
423,2024-01-01,instagram,social,new_product_launch,611.25,3487,2445,40,11,654.99,0.45,98.36,61,Desktop,Chrome,2,4,0.1337045330601634,1
424,2021-11-12,instagram,social,customer_retention,535.78,7729,1246,45,21,652.33,1.69,96.39,51,Desktop,Safari,3,3,0.11529131852368002,1
425,2021-02-25,youtube,referral,customer_retention,-114.6,4745,3820,2651,951,658.34,24.9,30.6,106,Desktop,Chrome,4,3,0.12963341685380947,1
426,2022-06-01,linkedin,referral,summer_sale,987.84,2145,588,500,13,901.6,2.21,14.97,452,Desktop,Firefox,3,4,0.11166252495018547,1
427,2022-07-20,facebook,social,brand_awareness,230.23,2781,1001,448,64,294.2,6.39,55.24,199,Desktop,Firefox,1,3,0.1303160535549766,1
428,2021-06-06,facebook,organic,summer_sale,663.13,5489,5101,2470,136,142.78,2.67,51.58,327,Mobile,Firefox,3,3,0.13300331147071132,1
429,2021-09-26,direct,social,brand_awareness,73.41,4291,2447,585,131,155.4,5.35,76.09,212,Mobile,Chrome,4,5,0.1503085234246519,1
430,2021-12-26,twitter,display,summer_sale,1726.8,3620,2878,2204,387,684.87,13.45,23.42,93,Mobile,Firefox,5,4,0.1219881001580595,1
431,2021-08-15,youtube,organic,summer_sale,1038.16,8109,5464,3580,1647,687.52,30.14,34.48,379,Mobile,Firefox,1,4,0.11662512701530575,1
432,2022-02-13,newsletter,display,customer_retention,1287.33,3363,2739,1350,132,711.86,4.82,50.71,260,Desktop,Safari,5,4,0.1292439497723093,1
433,2022-03-26,linkedin,display,customer_retention,1723.26,1525,1119,601,25,849.08,2.23,46.29,317,Mobile,Chrome,5,5,0.07546767618013628,1
434,2022-04-28,twitter,display,new_product_launch,579.18,1467,1182,690,579,437.41,48.98,41.62,34,Desktop,Firefox,3,3,0.09497645756304207,1
435,2021-12-10,google,referral,new_product_launch,37.35,485,45,3,2,954.08,4.44,93.33,455,Mobile,Firefox,5,3,0.10916299062386348,1
436,2021-05-19,newsletter,organic,new_product_launch,2167.17,9007,4089,3142,2893,805.73,70.75,23.16,255,Desktop,Chrome,3,4,0.03179607387248318,1
437,2022-03-29,facebook,video,lead_generation,232.47,5010,1107,616,538,622.5,48.6,44.35,352,Desktop,Safari,3,4,0.13557359951053466,1
438,2023-08-09,linkedin,display,summer_sale,205.03,7203,101,71,34,125.39,33.66,29.7,433,Mobile,Chrome,2,3,0.12362157705338866,1
439,2023-10-26,google,social,new_product_launch,1833.6,5289,1528,1504,1394,524.22,91.23,1.57,422,Mobile,Firefox,5,4,-0.00915128990103753,-1
440,2023-12-15,facebook,organic,summer_sale,2225.34,5870,4121,1710,1456,944.97,35.33,58.51,314,Desktop,Safari,1,3,0.08176352405288367,1
441,2023-03-08,direct,organic,customer_retention,-619.2,6058,1376,523,329,717.96,23.91,61.99,363,Desktop,Chrome,3,3,0.10483210412287614,1
442,2023-12-13,instagram,organic,customer_retention,3067.62,8473,5289,980,892,955.32,16.87,81.47,105,Desktop,Firefox,3,3,0.09049884417409992,1
443,2022-03-02,linkedin,organic,brand_awareness,2350.68,5114,1031,858,134,920.22,13.0,16.78,187,Desktop,Chrome,4,5,0.12493502647841337,1
444,2022-11-29,youtube,display,summer_sale,1265.56,6001,2182,1505,83,329.11,3.8,31.03,311,Desktop,Firefox,3,5,0.14121141954957572,1
445,2021-03-08,twitter,social,new_product_launch,-227.12,5795,5678,453,259,230.21,4.56,92.02,473,Desktop,Firefox,5,5,0.13912108191746902,1
446,2022-03-01,newsletter,social,brand_awareness,2679.0,8206,3572,941,709,870.52,19.85,73.66,341,Desktop,Safari,4,5,0.10793590146792864,1
447,2022-02-18,twitter,organic,customer_retention,314.1,4964,698,21,18,914.91,2.58,96.99,239,Mobile,Firefox,1,3,0.13556022273588697,1
448,2021-07-26,twitter,social,lead_generation,53.63,7511,5363,2609,1671,459.22,31.16,51.35,40,Mobile,Chrome,5,4,0.1322550309798085,1
449,2022-09-19,twitter,social,new_product_launch,3138.12,7473,6822,5866,2731,396.83,40.03,14.01,406,Mobile,Chrome,3,3,0.08835028829788716,1
450,2023-06-26,instagram,organic,lead_generation,156.8,3285,560,246,158,864.03,28.21,56.07,79,Mobile,Firefox,2,4,0.1398756610630798,1
451,2021-07-21,twitter,display,customer_retention,125.28,5640,464,425,104,81.52,22.41,8.41,39,Mobile,Firefox,2,4,0.1503846335430845,1
452,2022-09-04,youtube,social,customer_retention,4347.69,7039,6301,2932,750,885.42,11.9,53.47,382,Mobile,Firefox,4,3,0.07509705512684184,1
453,2023-04-08,youtube,social,customer_retention,1463.86,7067,2762,1986,315,167.79,11.4,28.1,119,Desktop,Chrome,5,4,0.14204010457237243,1
454,2023-07-24,facebook,display,new_product_launch,235.47,1411,501,29,20,964.58,3.99,94.21,340,Mobile,Firefox,4,4,0.12526125542000677,1
455,2022-05-18,twitter,organic,lead_generation,791.44,5874,3044,459,179,266.42,5.88,84.92,197,Mobile,Firefox,4,4,0.13750337877042362,1
456,2022-03-04,facebook,referral,customer_retention,3033.0,6683,4044,3082,1987,277.5,49.13,23.79,472,Desktop,Safari,4,4,0.08000162762942575,1
457,2023-06-03,newsletter,social,summer_sale,310.08,737,544,264,216,962.51,39.71,51.47,191,Desktop,Firefox,3,3,0.0982029337008668,1
458,2022-09-19,direct,video,lead_generation,671.58,6050,3198,1036,180,688.6,5.63,67.6,135,Desktop,Safari,4,5,0.1394395848496261,1
459,2023-06-23,facebook,social,brand_awareness,-649.32,9914,4638,2316,1863,404.64,40.17,50.06,327,Desktop,Firefox,2,5,0.01980486004265236,1
460,2023-01-18,google,referral,lead_generation,2601.1,5323,2738,1124,619,78.34,22.61,58.95,354,Mobile,Firefox,2,4,0.10984758300046932,1
461,2021-12-09,instagram,social,customer_retention,1025.01,8549,4881,2725,1910,516.24,39.13,44.17,110,Mobile,Firefox,3,4,0.10045248563321246,1
462,2023-07-14,google,video,summer_sale,3191.35,9268,3845,1168,28,329.2,0.73,69.62,181,Mobile,Chrome,3,4,0.04957860153945293,1
463,2022-10-01,direct,social,new_product_launch,16.44,337,137,104,65,49.18,47.45,24.09,304,Mobile,Safari,5,4,0.10046079797125707,1
464,2021-05-08,youtube,organic,brand_awareness,1093.5,6571,3645,449,286,891.04,7.85,87.68,73,Mobile,Safari,1,3,0.13098441774277608,1
465,2022-09-13,twitter,referral,lead_generation,-333.96,6903,3036,1348,841,700.05,27.7,55.6,272,Desktop,Chrome,1,3,0.11608944778592512,1
466,2022-07-20,facebook,organic,summer_sale,426.75,5271,2845,428,366,906.94,12.86,84.96,298,Mobile,Firefox,4,4,0.15167751881581454,1
467,2023-10-23,google,organic,customer_retention,6589.0,6567,5990,3028,1090,694.8,18.2,49.45,331,Mobile,Safari,1,4,0.02963199225449953,1
468,2022-11-16,facebook,organic,brand_awareness,301.57,7358,569,486,97,227.41,17.05,14.59,466,Desktop,Safari,5,4,0.14182877680443268,1
469,2022-11-04,newsletter,social,customer_retention,4940.19,9725,8667,8058,4515,157.68,52.09,7.03,216,Desktop,Safari,4,5,-0.023466059394140704,-1
470,2022-01-09,google,video,customer_retention,968.76,1678,828,355,113,544.77,13.65,57.13,140,Desktop,Firefox,3,4,0.11609202262388796,1
471,2022-03-13,twitter,social,lead_generation,-225.81,6343,1737,163,155,202.54,8.92,90.62,428,Mobile,Firefox,5,3,0.1362236984154997,1
472,2023-02-28,youtube,video,new_product_launch,-0.0,8267,1977,1914,681,47.19,34.45,3.19,132,Desktop,Firefox,4,5,0.10296801990737836,1
473,2021-06-22,instagram,referral,brand_awareness,740.74,1986,962,667,481,428.18,50.0,30.67,181,Mobile,Firefox,3,5,0.0905025997233394,1
474,2021-05-15,twitter,referral,new_product_launch,137.56,9270,6878,3240,2345,624.75,34.09,52.89,434,Desktop,Safari,4,3,0.07420873351260204,1
475,2022-05-23,direct,display,new_product_launch,30.96,75,72,24,10,728.29,13.89,66.67,329,Mobile,Firefox,4,4,0.09558929451089732,1
476,2021-07-08,newsletter,social,summer_sale,6747.85,9125,7103,3280,35,673.9,0.49,53.82,312,Desktop,Chrome,2,3,0.0004568850656583301,1
477,2022-02-03,direct,organic,brand_awareness,-62.7,8870,330,219,52,853.96,15.76,33.64,405,Mobile,Chrome,4,3,0.08704936726058582,1
478,2021-04-08,youtube,video,customer_retention,68.8,4478,1376,557,140,505.83,10.17,59.52,140,Desktop,Firefox,2,5,0.14968876095108574,1
479,2021-08-17,instagram,referral,lead_generation,1822.67,7212,3439,925,767,41.54,22.3,73.1,449,Desktop,Firefox,3,4,0.13010417853281897,1
480,2023-05-22,facebook,organic,customer_retention,17.67,374,57,55,31,837.88,54.39,3.51,66,Desktop,Chrome,1,5,0.05141245105278813,1
481,2023-09-22,newsletter,social,customer_retention,295.38,4477,1641,1563,33,616.33,2.01,4.75,90,Mobile,Firefox,1,5,0.14841331630519405,1
482,2021-05-02,twitter,social,brand_awareness,1244.95,7951,3557,1643,1465,413.15,41.19,53.81,126,Desktop,Safari,2,3,0.10609524205501719,1
483,2021-08-17,newsletter,organic,customer_retention,677.6,4019,1936,814,621,534.8,32.08,57.95,156,Desktop,Chrome,2,5,0.12670694619365824,1
484,2022-09-26,facebook,display,brand_awareness,488.07,1259,957,946,292,76.15,30.51,1.15,54,Mobile,Firefox,4,5,0.11594813468878784,1
485,2022-12-14,linkedin,social,customer_retention,2370.0,2565,1185,421,338,522.85,28.52,64.47,392,Mobile,Safari,4,3,0.05337558463117176,1
486,2021-04-02,youtube,organic,brand_awareness,52.9,419,230,148,10,587.1,4.35,35.65,178,Mobile,Safari,5,5,0.1015050902913166,1
487,2023-07-08,google,referral,brand_awareness,292.9,6280,202,42,0,87.36,0.0,79.21,203,Desktop,Firefox,2,4,0.13699118663515442,1
488,2021-02-19,newsletter,video,customer_retention,1300.2,7146,5910,1196,928,459.07,15.7,79.76,75,Mobile,Chrome,2,5,0.13492462736803984,1
489,2022-04-07,direct,referral,brand_awareness,-22.75,562,91,32,11,698.16,12.09,64.84,341,Mobile,Chrome,3,5,0.10992406215576045,1
490,2023-03-01,newsletter,organic,customer_retention,4095.3,9417,7446,5603,126,855.28,1.69,24.75,103,Mobile,Firefox,1,3,0.05245681265054558,1
491,2022-08-07,instagram,organic,brand_awareness,288.75,8820,1925,1062,11,277.4,0.57,44.83,441,Desktop,Safari,4,4,0.08689611409493164,1
492,2022-08-07,twitter,organic,summer_sale,1970.08,6450,3518,67,45,972.84,1.28,98.1,111,Desktop,Chrome,3,5,0.10965327412822079,1
493,2023-09-18,direct,display,new_product_launch,-44.28,1145,123,14,12,183.15,9.76,88.62,304,Mobile,Chrome,1,3,0.11389785457897933,1
494,2022-02-17,linkedin,display,brand_awareness,5750.73,5473,3363,752,604,417.01,17.96,77.64,183,Mobile,Safari,4,3,0.032337711833708926,1
495,2023-11-19,youtube,social,customer_retention,286.52,6195,551,319,151,887.01,27.4,42.11,397,Mobile,Firefox,5,5,0.1357574546000781,1
496,2022-11-17,youtube,social,brand_awareness,-197.37,977,731,553,540,64.41,73.87,24.35,186,Mobile,Safari,5,4,0.03169738057742533,1
497,2021-06-01,google,organic,brand_awareness,492.32,407,362,290,158,845.42,43.65,19.89,132,Mobile,Chrome,4,5,0.06599364552821174,1
498,2022-10-13,youtube,referral,customer_retention,112.2,945,187,72,31,566.1,16.58,61.5,94,Mobile,Chrome,3,3,0.12435438805033744,1
499,2021-08-28,direct,display,lead_generation,-268.8,9372,640,103,14,87.28,2.19,83.91,38,Desktop,Chrome,2,4,0.07373525407074966,1
